review,rating,date
"Ongkir shopee ke Raja Ampat 60% Sangat Mahal, Sangat beda Jauh dengan Marketplace lainnya Sangat Banyak Lapak penipuan di shoppee, Mohon ditinjau dari segi harga yg ditawarkan jauh dibawa harga barang dan Biaya kirim yang ditawarkan Sangat murah Semua pengiriman dihitung berdasarkan berat dan ukuran kubikasi, pertanyaannya kok kenapa sangat beda jauh dengan marketplace lainnya?",1,2025-04-24 20:52:05
"Terkadang aplikasi memang lemot kadang juga gk, untuk penjualan produk terbilang lengkap semua yg di cari pasti ada, untuk kedepannya semoga aplikasinya jangan sering"" Lemot ya 😍",5,2025-04-20 05:41:14
Saya perhatikan kalo pesen shopeefood ongkos kirim nya NAIK pas kondisi hujan deras dimulai dari JARAK RESTO TERDEKAT apalagi kalo jauh.. ketika saya tanya ke driver nya Ongkir nya ga ada perubahan masih normal 6.400 (jarak terdekat) ga ada perubahan.. TOLONG lah oh Shopee kasian tuh Driver nya bela2in kirim orderan pas hujan2an.. Ongkir dri kita Costumer nya di NAIKAN sementara Driver nya kagak.. yg JUJUR la.. banyak kali pun yg mau di makan sama ni aplikasi..,3,2025-03-15 12:50:42
"knp begitu saya buka aplikasi sopi langsung masuk bagian Live & Video.. walaupun udah buka menu yg lain suara video msh keluar, sampai kpn begini??",1,2025-04-14 15:25:37
"saya revisi review setelah lapak saya laku item diatas 50 lalu ternyata biaya admin dan ongkir bisa mencapai 20% dari harga barang, seriusan ini ya? apakah Shopee lebih bijak menganalisa berapa untung yg diperoleh apalagi level umkm seperti saya sangat memberatkan.... harus pasang harga berapa supaya bisa untung jualannya dan apakah laku dengan harga segitu? tolong pertimbangkan, terimakasih.",3,2025-04-17 10:43:33
"Shoope pengiriman ya yg sekarang cuma shoopeexpres,percuma pengiriman lama banget bisa 3 sampai 5 hari,padahal jnt dan pengerimanya lebih cepat.dan shoope tidak memakai jnt lagi,lebih baik pindah Tokopedia atau lazada atau onlineshoop lainya.",1,2025-04-10 19:57:27
"kecewa sekali sama shope gua member lama sering belanja pake shope,yg buat gua kecewa banget ngga bisa memakai Spaylater dri 3 tahun lalu sampe skrng ngga pernah bisa mengajukan spaylater selalu di tolak dn tidak ada penjelasan,maupun membantu gua agar bisa menggunakan spaylater.KECEWA SANGAT!!!",1,2025-04-17 17:48:52
"Aplikasi belanja online yang mudah, cepat dan terpercaya....👍👍, mohonkan untuk diperhatikan dan ditingkatkn kembali' sistemnya karena sering eror...🙏, sukses selalu aplikasi orange ini 🙏🙏",5,2025-05-02 15:05:14
"pas ada event pengiriman di shopeeexpress super lemottttt, kenapa hal seperti ini selalu terulang, apakah tidak ada solusinya, karena sangat membuat pelanggan tidak nyaman terlebih lagi jika paket itu penting",1,2025-03-26 08:45:24
Aplikasi tidak jelas. Akun saya keluar sendiri. Masuk tidak bisa.. pencarian yg keluar malah video beda dari yang dicari... buka aplikasi mulai berat dibuka loading,1,2025-04-30 10:40:14
"Mau tanya, saya kan dapat voucher potongan 10.000 karna paket telat, dulu kan gx ada minimalnya, sekarang ada minimalnya, suruh belanja senilai 60.000. tadi malam masih 60k, sekarang kok jd min. 100k? Kok bisa berubah dalam sekejap? Buat apa dapet voucher 10k tp suruh belanja 100k? Disamping itu ada voucher yg lebih baik buat min. belanja 100k, sebenarnya niat kasih voucher atau enggak sih, lama2 kalian kayak Meres konsumen maupun penjual lho, soalnya aku jualan juga, potongannya gede",1,2025-03-10 09:00:10
Shopee sekarang makin menurun yg salah ekspedisi yg tidak mengantar paket kedaerah dan dikembalikan ke penjual malah pembeli yg kena imbas akun cod dinonaktifkan padahal akun sudah platinum! aku kalau ada bintang nol aku kasih nol! sering kali udah permasalahan ini ekspedisi yg bobrok malah pembeli yg kena imbas!,1,2025-04-22 10:14:58
"Hai shopeee masa harus verifikasi dengan wajah, gak semuanya bisa contohnya saya, saya gak bisa verifikasi wajah karena kamera depan rusak, gimana sih biasa juga pakai no hp aja bisa ini ribet banget",1,2025-03-11 21:35:07
"kenapa sih sekarang pengiriman nya itu selalu lambat jadi males belanja di shopee sudah 2minggu pesan belum sampai juga barang nya, padahal udah pengajuan pengembalian tapi tetap aja susah",3,2025-03-19 06:10:35
"Bulan Maret 2025, 6 pesanan diterima jauh melebihi estimasi pesanan diterima, entah kenapa shopee express jadi seperti ini. Dapat kupon garansi tepat waktu juga gak guna karna ada minimal belanja 100ribu potongan 10ribu.",1,2025-03-11 10:00:35
aplikasi belanja online Ter best dehhh. belanja ngga sesuai bisa balikin dijemput sama Abang kurirnya. dana pengembalian pun cepet dan amanah. pokonya suka banget belanja di Shopi. sukses terus yaaaa,5,2025-04-06 11:23:22
"Di awal menggunakan sophee saya memang mencari barang-barang yang murah dan terjangkau dgn isi kantong, cuma karena saya berdomsili di luar pulau jawa (saya tinggal di tanjung pinang kepri) mendapati ongkir yang tinggi dan tetap saja saya merasa harga barang-barang shopee + ongkirnya itu sama nilainya dgn barang2 yg di jual di tpt saya. Lambat laun saya menyadari bahwa shopee ada tawaran free ongkir setiap bulannya seperti tgl 1 bulan 1, tgl 2 bulan 2, tgl 3 bulan 3, dst. Terima kasih Shopee.",5,2025-03-12 03:38:34
Shopee memang murah Sayangnya untuk pemilihan jasa pengirimannya yg kurang tepat Beberapa barang yg di kirim lewat jasa pengiriman SPX sangat sangat sangatlah lama Dan itu yang membuat saya berpikir lagi untuk belanja di shopee dikarenakan mengingat pengiriman barangnya yg sanagat lama,3,2025-03-15 03:16:02
Voucher PALSUUUUUUU SEMUAAAAA.... Banyak sekali informasi yang tidak akurat dari toko yg berjualan. stok banyak tetapi dibeli sudah 10 toko lebih dan sudah bayar ternyata stok kosong.,1,2025-03-10 21:06:31
"Kebanyakan update aplikasi nya kalau di buka tambah lemot(LOLA) pokoknya sangat menyebalkan, mending di hapus aj lah buat apa aplikasi begitu susah di gunakan nya. apa lagi baru buka aplikasi, shopee live lsg muncul gitu aja. Terima kasih",1,2025-05-02 04:08:38
"etstimasi pas keranjang sekitar dekat 2 atau 3 hari, pas di check out berubah jd 5 atau 7 hari.. jd beda skrg... klo toko yg gak mikir eta langsung kirim, klo yg lihat eta msh jauh, berasa di cuekin, di tanya pun gak di bls.",5,2025-04-12 03:33:45
"Shopee layanan jual beli online yang bagus.voucher dan diskon nya mantap .semua aku beli dari hp ,baju ,sepatu dan lain lain semuanya di shopee.. terbaik deh Shopee daripada Apk sebelah..shopee sangat menguntungkan,,bintang 5 deh klo ada lagi aku kasih bintang 10😋🥰",5,2025-05-01 12:29:33
shopee nya bagus SPX nya buruk tidak selalu tepat waktu apalagi ini mau lebaran cuma member baru yg di utamakan. order dari Lampung sudah 14 hari belum sampe sampe juga padahal Lampung Palembang perjalananya cuma 5 jam bikin kecewa aja spxnya,3,2025-03-14 02:31:12
"Saya sangat senang dgn shopee,apa lagi cod nya sudah byk, harga dan ongkirnya jg murah dibanding lapak lain.Namun yg saya sayangkan adalah kurir SPXnya kurang teliti,paket sudah datang semuanya tapi yg dibawa hanya sebagian,besoknya diantar lagi,akhirnya kena sekali lagi ongkir tambahan walaupun masih dalam wilayah pengantaran",5,2025-04-23 05:21:17
"Pengiriman expedisi spx nya lama banget biasanya 3 4 hari nyampe skarang 8-10 hari paket baru nyampe, bulan kmaren 2 paket saya di batalkan pihak expedisi spx Padahal paket saya udah di DC Cakung dibatalkan dengan alasan gagal pengiriman karna sudah trlalu lama, tapi yang kena dampaknya malah saya yang sekarang ngga bisa pake sistem pembayaran COD Kecewa dengn pelayanan shopee yang sekarang.",3,2025-04-25 06:43:49
"setiap pengisian di cabut 1k, padahal setiap topUp tuh kt udh ada biaya nya sendiri inisih bukan nya masuk utuh malah masih ada cabutan. udah mah setiap topUp ada minimal pengisian nya. kita tuh order banyak bgt tau biaya² yg gk penting nya tuh. lama² klo kayak gini mending pake APK sebelah",4,2025-04-30 10:10:51
"Pesan dari toko nya fast respon Tapi kenapa Di SPX Pengiriman nya bisa sampai 10 hari? ,Pengiriman di undur terus , gak ada alasannya Pengiriman paling Lambat yang pernah saya pakai harusnya namanya SPL",1,2025-03-14 03:34:39
"ini buka shopee sekarang semakin susah, mau belanja aplikasinya terlalu berat. padahal hp sy sudah ram 6gb, masih saja terkendala. tolong jgn terlalu banyak fitur hingga membuat aplikasinya spt ini. game lah itu lah ini lah, kasih aja fitur yg penting2",1,2025-04-12 02:16:11
"Kak, tolong kualitas videonya diperbaiki lg ya. Tiap aku upload shopee video kenapa resolusinya jadi agak blur. Padahal sebelum up, aman² aja",5,2025-03-12 17:21:16
"mohon kebijakan utk penjual d perhitungkan juga, klo nmr tlp cs d privasi sedangkan ketentuannya 1×24 jam kirim , pembatalan sistem stlh laporan segera d respon krn tdk semua org yg belanja d Shopee aktif dg konfirmasi stok chat dr penjual, agar tdk ada lagi pinalti2 yg membuat traffic toko kita turun dan penjualan jd sepi",5,2025-04-11 22:20:02
"Jasa kirim SPX sangat payah, sudah 1 Minggu masih aja belum ada perubahan pengiriman , semoga dengan adanya penilaian ini orang orang bisa pindah ke e-commerce yang lain aja yang lebih credible dari segi pengiriman pesanan lebih cepat dll. 👎🏻 1🌟",1,2025-03-27 08:36:55
"Untuk versi app shopee yg baru, saat buka aplikasi pasti masuk ke menu vidio, ini sangat mengganggu, mending balikin ke versi yg lama.",3,2025-03-14 12:45:04
"shopee ok, tapi saya pernah kecewa pesanan saya tidak sampai dan tidak ada pengganti produknya, walaupun dana nya dikembalikan, karena produk itu sangat saya perlukan. Dan penjual menuduh saya konsumen penipu, entah maksudnya bagaimana, apakah sang penjual tidak mendapatkan dana pengganti? Saya tidak bisa mengontaknya karena fitur chat saya langsung diblokir oleh penjual.",3,2025-03-12 05:27:25
Menurut sy sih aplikasi shopee ini SGT membantu...klu tidak mudah melakukan pembayaran saran ja sih...lebih pakai shopee paylater untuk memudahkan pembayaran..dan untuk biaya cicilan nya pun SGT rendah..pengiriman pun menurut sy SGT cepat..kecuali klu menjelang ramadhan gini memang agak lambat..TPI menurutq sih GK terlalu lambat banget...semua itu tergantung toko masing²,5,2025-03-14 10:05:42
Ini shopee makin lama biaya layanan nya makin bertambah yaa. Biaya layanan shopee semakin aneh dan semakin besar masa hanya beli makan aja biaya layanan nya hampir setengah harga beli makan. Pihak shopee tolong dipertimbangkan lagi untuk biaya layanan nya.,3,2025-04-14 13:04:18
"marketplace terburuk yang pernah saya pakai, dari layanannya sangat buruk apalagi shopee xpress, saya memesan sesuatu di tanggal 5 sampai tanggal terakhir estimasi pada tanggal 12 maret 2025 pun paket tak kunjung datang, saya lihat laporan dari kurir ke yang punya store ternyata barang hilang, hadeh bisa bisa nya coba paket orang hilang, kurir macam apa coba, shopee xpress kurang si kata saya layanannya malah sangat buruk jatohnya sampe lalai ngilangin Barang orang hadeh lucu si.",1,2025-03-12 10:50:56
"awalnya sangat bagus tapi akhir-akhir ini jadi kesal, tiap kali buka applikasi ini video/live langsung jalan sendiri dan itu sangat menggangu saat kita ingin mencari barang tertentu, selain itu pesanan lebih sering melampaui estimasi penerimaan yang diberikan. Tolong applikasinya dibenahi dan kecepatan pengirimannya ditingkatkan lagi demi kenyamanan dan kepuasan konsumen dan akan jauh lebih baik bila nama kurir dan nomor hp'nya dicantumkan pada notif saat paket sudah menuju ke alamat penerima.",4,2025-04-29 09:29:51
"Maaf saya kurangi bintangnya, semenjak shopee memutuskan kemitraan dengan ekpedisi J&T dan pengiriman tersedia hanya dengan Sicepat, pengiriman dari jakarta ke sukabumi yg harusnya 2 hari sudah sampai, sekarang jadi 3 hari itu juga kadang masih molor 1 hari. Over all sih oke, promo dan event shopee, cuma ekpedisinya yg udah 5 kali saya chekout ya seperti itu.",3,2025-04-10 23:27:09
"selama pakai sopee99% bagus dapat di percaya menurut saya si , barang barang yg di terima juga real si walau kadang size nya kadang ada yg kecil sedikit tapi over all bagus .. terimakasih",5,2025-04-12 02:15:26
"buat shopee yang komplenan masuk barang palsu gak sesuai yang di tawarkan gak di respon untuk di blokir kesannya seperti mendukung atau membiarkan, harusnya di respon cepat biar yang beli gak kecewa ke shopee nya sendiri.",1,2025-04-30 12:58:03
"aku mau cek out hari ini malah GK bisa dan harus masukan alamat,, sementara biasa gak da kendala apapun..ini GK bisa cek out.. gara2 itu.. padahal alamat biasa sudah tertera. aku bingung kenapa gituu. tlg kasih penjelasan",5,2025-04-16 08:50:09
"Aku kecewa dengan pengiriman yang tersedia di shopee dulu udah bagus ada jnt nya sekarang udah gaada jnt yang ada sekarang spx, kalo spx tuh lama banget pengirimannya 😭, yakali pengiriman sampe harus berminggu-minggu terus, tolong kembalikan jasa pengiriman jnt wahai pihak shopee❤️",1,2025-04-11 12:16:21
Aplikasi bagus...saran saja jangan terlalu berat fitur nya mungkin ya Loading nya 1/2 hari 😁😁😁😁 Kadang saya sering nya pakai yg versi lite ...lebih jrang jreng...cuma kurang nya gak bisa kasih nilai atau upload foto jangan keseringan update dong bos ...terlalu banyak memakan memori...jadi lemot nih,5,2025-04-16 11:25:30
"Suka dengan aplikasi ini, cuman masalah retur barang yang bermasalah, proses penjemputan kembali oleh kurir ko lama banget ya.. Sampe berhari2... udah 3 hari lebih ngga di jemput2 pake kargo..",4,2025-03-10 04:20:56
"tolong di perbaiki lagi, setiap kali buka apk makin lemot dan juga selalu masuk ke shopee video saat pertama buka aplikasi, tidak spt dahulu",1,2025-04-20 07:02:45
"Dear shopee, awalnya aku cuma buyer saja yang akhirnya jadi seller small bussines. Mau ngeluh soal pencairan dana yang sekarang makin lelet jadi 8 hari meskipun customer sudah menyelesaikan pesanan dan kasi rating. Sebagai pedagang kecil, kami butuh perputaran keuangan yang cepat. Tidak apa apa jika PPN dan potongan2 lain yang di bebankan naik. Asal perputaran keuangan kami cepat. Jika 8 hari jelas kami sangat kesulitan. Mohon kebijakan nya shopee lebih fair lagi untuk pedagang kecil.",4,2025-04-17 23:54:24
"shopee makin sini makin bengkak dan berat... masukan aja kali buat jadi lebih ramping dan ringan pasti keren terus ada popup telur kecil mengganggu itu mohon hilangkan, apalagi popup gede pas pertama masuk tolong hilangkan, saran aja daripada popup mending susun di menu pilihan awal aja",4,2025-05-04 10:45:38
"Sangat membantu sekali buat sy, ini sangat bagus buat belanja onlain, selalu menjaga kepercayaan pembeli. Tapi sekarang ini di dalam pengirimnya sangat lambat, mentang² mau lebaran, profesional kerjanya tidak di tingkat kan., saya sangan kecewa sekali.",5,2025-03-16 13:13:23
"makin kesini tambah buruk pesanan sudah sampai malah tidak di antar waktu estimasi sudah habis malah di kembalikan DC ,STAFF dan KURIR tidak ada guna nya area AMBON cantumkan no hp cuma jadi hiasan tidak ada kontak yang masuk malah langsung kembalikan barang nya udah nunggu lama lama",1,2025-04-16 06:47:56
"App bagus bisa cod dngan mudah .. tapi belakangan ini sering ngeblank, sering minta upgrade juga.. ini klau sdah lemot, layar putih semua . susah bnget baliknya, tolong dong di perbaiki lagi",5,2025-04-22 11:09:46
"belanja di shoopy memang mantap,tapi saran saya min,untuk jasa kirim yang tak sempat menyalurkan pesanan padahal pesanan tinggal mau di antar kurir eetaunya di pulangkan ke toko pemilik,sehingga pembeli kena pinalti dari shoopy dan sampai saat ini pinalti belum berakhir,jadi bagaimana cara shoopy mengetahui cara kerja para jasa kirim sehingga para pembeli merasa aman dan puas",5,2025-03-14 12:46:12
kak admin tolong untuk kurirnya dikondisikan sudah dua kali ini salah alamat barang belum diterima tapi status pesanan telah selesai biasanya sebelum dikirim kurir kirim pesan chat dahulu kali ini tidak ada chat sama sekali,4,2025-04-01 16:48:29
"saya kecewa dengan team shopee, padahal setiap membeli barang elektronik selalu di Shopee tapi disaat ada penjual nakal, saya dapat barang error/rusak dan penjual mengulur waktu membalas chat agar saya tidak bisa pengembalian, saat saya mengajukan di pesanan selanjutnya ke penjual yang sama dan produk sama malah penjual yang menang banding, rugi banget, cukup sekian hati hati yang mau belanja elektronik di shopee",1,2025-05-05 05:13:39
Apk makin kesini makin berat kok tiba2 barusan gak bisa Checkout muter terus padahal jaringan bagus ! tolong dibenerin lah !!!!,2,2025-04-23 14:11:23
"saya dulu pernah tutup akun trus sekarang saya coba buka lgi dan dan daftar paylater ternyata data saya sudah ada yang menggunakan dishope paylater ,,ini gimana,,,apakah data saya diperjualbelikan hati hati ini nanti saya ajukan kepihak yang berwajib KLO tidak ada penjelasan nya",1,2025-03-19 14:11:29
"aku cabut lagi bintang 5 nya, sekarang udah gak ada j&t lagi, pake spx lama kali, mana ga tertera lagi no.tlp nya, tiba tiba aja nongol, beda sama j&t, kalo lagi ga di rumah bisa ntar sore dia balik lagi, mana j&t dateng nya cuma sehari lagi, susah sekarang mesan barang di shopee padahal apk nya bagus banget, padahal shopee berkembang juga karna j&t, malah ngelepas j&t",1,2025-04-22 23:22:58
aplikasinya mudah. terutama untuk kontak cs nya bisa langsung. utk pengiriman kadang dpt yang lama banget. overall is good,5,2025-04-02 00:42:35
Pesanan dari tgl 5 mart. Sampe harinj tgl 11 mart. Paket gw g nyampe2 padahal udah . Shoppe X J&T. Gak becuss. Lacak pesanan malah gak jalan2 hadeh... Gk sesuai sama estimasi. Gatau lagi sampe kapan. Padahal udh bayar. Nyesel... belanja di shoppe.,1,2025-03-11 15:23:32
"tempat belanja yg murah dan berkualitas tapi sebahagian penjual masih ada yg kurang amanah, kedepannya shopee bisa memberikan layanan yg terbaik lg untuk para pengguna apk nya",5,2025-03-27 15:53:11
Setelah di update mlahan banyak bug.. dan juga pengiriman tambah lama... Padahal jarak transit ke alamat saya jarak tempuhnya ga sampe 2 jamm .. kok belum dikirim ke alamat juga,3,2025-05-01 03:30:55
"Kecewa, khususnya fitur shopeefood. Udah langganan shopeeplus, tapi ga bisa order. Sebelumnya bisa order di resto itu, order lagi ga bisa. Katanya alamat di luar jangkauan. Lha??? Kocak lu ya. Alamat sama. Resto sama. Ga bisa order lagi. Kecewa pokoknya!!",3,2025-03-15 11:49:36
"ekspedisi dari shoope sangat buruk, sudah 3 hari statusnya sudah diserahkan ke kurir kemudian balik lagi statusnya pesanan diproses di transit. jauh lebih baik jnt. mungkin ini terakhir kalinya menggunakan shoope",1,2025-04-15 12:47:16
"Review pertama 16.05.21 perkara ekspedisi. Review ulang 15 .04.24 soal kendala hp ke restart saat update. Skrng update lagi dan kendalanya masih sama. Update terbaru bener2 bisa bikin hp rusak ini mah.. Gila bgt. Abis update, baru dibuka bentar app-nya hp langsung ke restart. Buka ShopeeLive tulisannya masih memuat tapi loading nya ga jalan, malah freeze layarnya dan iya, lagi, ke restart hp nya. Sampe kapan anjir begini terus? Dalam waktu 1jam abis update udh >5x ke restart.",1,2025-05-04 03:30:14
"VIP tapi vouchernya dibatasi, SPX lelet banget dan barang dateng suka penyok, makin minim voucher dan diskon, belum lagi bunga yang ditawarin gede banget, dan masih banyak lagi",1,2025-04-24 05:37:19
Lemot dan fitur semakin ga jelas mau di update atau ngga juga tetep lemot pdhl memori juga masih banyak nontifikasi ga penting terlalu banyak sampe² menutupi notif barang yg dibeli atau diterima dan chat,1,2025-04-19 12:04:53
"Sangat baik dan cocok untuk belanja, dari dulu saya belanja dengan shopee dan tidak pernah ada kendala tapi saat mau pakai spinjam dan aktivasi selalu gagal begitu pula dengan spaylater nya kenapa saya tidak bisa menggunakannya",4,2025-04-04 23:23:57
"mudah dalam bebelanja , harga terjangkau , ongkir bersahabat , pengiriman barang cepat , kurir amanah ....cek dulu baru bayar ... Shopee mantap ...sip dah ..👍👍👍 langganan belanja di shopee udah taunan semoga kedepan dapat diskon belanja instan ....👍👍👍👍👍👍👍👍",5,2025-04-10 03:05:33
menyebalkan setiap buka aplikasi shopee yg pertama tampil video dan live. kalo buka shopee di tengah acara bikin berisik. bisa tidak di rubah lagi sekali buka masuknya ke beranda lagi seperti dulu???,3,2025-04-17 07:26:49
semenjak pesanan saya gara - gara dibatalan entah dari penjual atau kurir. saya tidak bisa belanja menggunakan metode pembayaran cod. padahal sebelumnya bagus tidak ada kendala. semakin kesini semakin kecewa pake apk ini. makin kesini semakin jelek. masa 2X barang penjualan saya dikembalikan alasannya ga jelas katanya pelanggan ga merasa mesen padahal pelanggan saya sudah menunggu.,1,2025-03-16 16:37:18
"suka sama shopee ada member nya jadi setiap belanja nanti bisa ningkatin level member, dan setiap level member ada keuntungan masing masing, dan lebih banyak diskonn lagii",5,2025-03-27 07:33:06
"Maaf saya revisi bintang nya, karna makin kesini makin kacau management shopee nya, pengiriman bisa sampe 10 hari bahkan sampe Detik ini belum juga tiba di tujuan paket saya, memang ada kompensasi yg di berikan voucher 10k tapi bukan itu solusi nya sebenernya, karna barang telat bisa sampe 10 hari itu di luar nalar, estimasi yg paling lambat 4 hari nyata nya bisa meleset, sehingga merugikan sekali untuk customer. di Tlp CS tidak bisa, minta DM IG sdh di berikan no resi nya tapi gak ada respond.",1,2025-03-17 12:23:50
ketika produk dlm keranjang tagihan sesuai list produk. ketika dikemas naik 50℅ lebih dari list harga padahal udah klik bebas ongkir... merasa ketipu... akhirnya cencel semua yg dikemas.,1,2025-03-19 15:43:15
"balikin lagi ke tampilan sebelumnya untuk shopee program affiliate. kdang klo masuk ke VT orang dlu malah bkin lemottttt..... udah klik yg lain, suara dari VT nya suka masih muncul....",4,2025-04-07 09:09:41
"Bug nya ngeselin banget, masa kga ada recent apps nya. Terus pas kalo aku mau keluar dari gamesnya aku gabisa keluar and klo mau hps chace dari recent apps nya malah kga ada. Jadinya tampilan shopee ku kaya gitu² terus. Ujung²nya jadi harus hps penyimpanan apk biar kembali seperti semula lagi. Plisss ini gedekin bangettt",4,2025-04-03 15:12:21
"Baru seminggu bikin ulasan PENGIRIMAN lebih cepat dari aplikasi sebelah, Ternyata terlalu banyak transit bolak balik, sebenarnya bisa 2 hari sampai jadi 5 - 7 hari baru sampai karena seringnya transit.",3,2025-03-11 11:06:41
"Saya belanja di shopee puas karena, saya langganan sudah lama, belum pernah kecewa, jika dalam pengiriman di cek mudah, mencari barang kebutuhan juga mudah",5,2025-04-12 01:33:37
"pengalaman dari remaja smapai skrng sudah anak 3,tetap setia di shopie, terkadang aku dapt barang yg jauh beda dgn live antara langit dan bumi, tidak masalah karena saya yakin d shopie bnyk juga yg amanah.",5,2025-04-10 08:00:52
"aplikasinya terasa berat bingit dan hp mudah anget... saya pengguna lama, tahun2 ini aja semakin berat aplikasinya padahal memory masih 3gb yg kosong dan gak buka aplikasi manapun tapi hp terasa anget... TOLONG DONG DIPERBAIKI LAGI",4,2025-04-10 14:33:17
"aplikasi spaylater nya seperti pinjol ilegal, sangat mengganggu. baru telat 2 hari sperti 2 bulan penagihnya. konyol memalukan. sudah di sampaikan pasti di byr beserta dendanya 1 hari lg, tp tetap mengganggu. spay later gak rekomen, apk cina konyol. tlg di perbaiki cara pekerjanya.",1,2025-04-28 05:04:54
"Tempat jual barang BS / sisa stok lama , utamakan COD yah sobat , kalau bayar dulu barang nga di kirim kepotong admin n biaya transfer ( dana pembatalan masuk ke shopee) untuk transfer balik kena 2500/transaksi, beda sama si hijau cancel , transfer ke rek gratis",1,2025-03-17 09:41:03
"Aplikasinya sudah bagus, akan tetapi lebih bagus lagi jika ada fitur pencarian barang dikeranjang belanja agar memudahkan saat mau chekout barang yang benar benar di inginkan",4,2025-04-25 11:36:18
bintangnya saya kurangin karena sering eror. 1.sya belanja lgsg dibatalkan oleh sistem. beberapa kali mencoba tapi dibatalkan. entah knp. 2. tagihan bayar bulan depan tiba2 jadi cicilan 12 bulan. itu sangat tidak menyenangkan .coba perbaiki agar lebih nyaman dalam berbelanja. thanks,3,2025-03-15 14:34:28
"Sumpah shopee jelek banget sekarang. Lemot,Sering gangguan, terlalu banyak fitur, jd berat ke apk nya. Mohon diperbaiki lg.",5,2025-03-28 22:07:43
"pengiriman lewat spx skrg random,g sesuai area kayak dulu, alhasil paket saya bolak balik kurir gudang, estimasi menjadi lama, padahal saya msh banyak yg mau d co perlengkapan bayi,gara2 pengiriman lewat spx yg terlalu lama jd males order shoppe lagi,klo begini terus pelanggan bisa kabur semua, termasuk saya,klo udah pulih pengiriman kayak dulu lg,baru saya akan kembali k shoppe, semoga pihak shoppe pertimbangkan keluhan ini.",3,2025-04-27 23:50:47
"apknya makin gajelas,mesan makanan driver tidak ada yg mau terima,dan lama sekali,tidak bisa di batalkan, sangat merugikan, ongkirnya mahal banget,tidak rekomendasi banget aplikasi shopee sekarang!!!!",1,2025-03-22 20:58:17
Kadang baik dipergunakan Kadang juga error digunakan padahal Wifi Lancar Sinyal bagus malah Error Lemot sangat Mengganggu mungkin karna Shoope terlalu laris bamyak orng yng meengunakan aplikasi ini jadi agak Banyak kendala nya,3,2025-04-25 23:00:21
"Gak ribet dan mudah belanjanya. Dapet gratis ongkir, tapi sayang estimasinya kurang jelas sudah 10hari barang tidak bergerak sama sekali",3,2025-04-17 15:44:53
kecewa.. tidak dapat menyelesaikan masalah saya terkait pengembalian dana atas barang yang rusak... barang sudah dikembalikan ke penjual tetapi saya ttp harus membayar.. dan tidak ada solusi yg diberikan pihak shoppe..,1,2025-04-22 11:52:01
"sekarang shopee kalo pas co jd mahal,dan promo²sy dapat tetep aja harga segitu kata penjual itu gmn akun😔oalah bearti akun sy ga pernah dpt promo²walupun promo tetep aja harga ga berubah.padahal sy sering belanja",3,2025-05-04 23:10:50
"Wahai developer Shopee! Tolonglah optimalisasi aplikasi ini di bagusin lagi, keluh kesah pengguna Shopee dari dulu, lag & sering error. Udah hapus chace pun tetep aja error, ternyata emang servernya begitu. Mau pake device flagship juga tetep sering lag & error, karna optimalisasi ini aplikasi emang amp4s. Juga satu hal sepele tapi dibutuhkan banyak orang, MODE GELAP. Next update tambahin MODE GELAP dong wahai Developer Yang Terhormat!",3,2025-04-29 13:22:17
"kurir shopee gak beres, barang return di colong, setiap hari di tagih bilangnya mau di kembalikan, udah hampir 3 minggu gak di kembalikan juga, pas di laporkan ke CS shopee bilangnya barang sudah di kembalikan ke penjual, padahal kami tidak pernah terima barang return an yang hilang",1,2025-03-27 20:04:27
"tolong shopee saya kenapa bisa eror,selalu mendownload fitur sudah berapa hari begini,padahal pesanan saya banyak,terus tidak bisa melihat staus pesanan,dan juga tidak bisa melihat keranjang,,, sudah di hapus trus login kembali tetap tidak bisa",1,2025-03-15 11:30:25
"sekarang tiap checkout saat melakukan pembayaran selalu saja loading terus, memuat fitur terus, di tunggu sampe lama pun masih gak bisa2, bener2 kecewa make shopee sekarang,",2,2025-04-15 06:53:23
"Tolong Hapus Logistik SPX STANDAR dan juga Express, Karena Banyak Masalah Persoalan Paket Customer Tidak Di Antarkan Ke Alamat Tujuan Dan Juga Pelacakan Kurir Tidak Berubah Hanya Status Saja, Padahal Alamat Yang Di Cantumkan Sudah Lengkap Dan Tidak Salah, Tapi Status Di Pelacakan Kurir Alamat Tidak Lengkap, Mohon Untuk Pihak Shopee Untuk Menindak Driver Kurir Roda Dua Sepertinya 99,9% Tidak Amanah,ada satu hal lagi mohon cantumkan nama beserta nomor telepon setiap kurir yang akan mengantarkan.",2,2025-03-23 05:46:07
"selama SPX di kota AMBON tidak diperbaiki kinerjanya, gak lagi"" belanja di shopee. capek banget tiap paket bukannya diantar selalu tiba"" di retur ke seller. seolah"" kita ini pembeli ghoib. bye shopee mending ke aplikasi sebelah.",1,2025-04-10 12:10:18
Fitur notifikasi telah ada pembayaran sekitar seminggu ini tidak berfungsi di aplikasi. Walau pemesanan telah diproses dan dikirim oleh penjual. Sudah chat bantuan tapi yg dijawab beda dengan yg ditanya. Semoga segera diperbaiki.,5,2025-03-15 07:58:10
"Tolonglah shopee aplikansinya di optimize lagi biar ga berat padahal sudah menggunakan app yg terbaru,padahal udah make wifi yg lancar buat jalanin app lain dan app udah make yg terbaru . . saran dari shopeenya ga guna",1,2025-04-08 17:26:26
